PuzzleId,FEN,Moves,Rating,Themes
0j2sc,8/8/3k1p2/6q1/4B3/6P1/5P2/3R2K1 b - - 0 45,d6e5 f2f4 g5f4 g3f4,1882,crushing endgame fork master short
0jGwL,r1b1k2r/pppp2pp/5n2/8/PqBQ4/4B3/P3KPPP/R6R b kq - 6 16,b4a4 c4f7 e8f7 d4a4,1150,crushing discoveredAttack middlegame short
0jHh1,8/4rkp1/7p/1R3K2/6P1/5P2/8/8 w - - 24 59,f3f4 g7g6,943,endgame mate mateIn1 oneMove rookEndgame
0jINW,r4r1k/8/3b4/2pPp1q1/1pP1Qp2/6p1/1PK3P1/R2RB3 b - - 3 34,g5f5 e4f5 f8f5 a1a8,960,advantage master middlegame short
0jba8,7r/pp2ppk1/3p1np1/2pP4/2r1PP2/2N1K1Q1/P5R1/8 w - - 0 31,e3d3 c4c3 d3c3 f6e4 c3d3 e4g3,1611,attraction crushing deflection endgame fork long
0jdZD,r3r1k1/p3bppp/1p3N2/8/3P1q2/5N1P/P3QPP1/2R1R1K1 b - - 0 21,e7f6 e2e8 a8e8 e1e8,832,backRankMate mate mateIn2 middlegame short
0ji8y,2r5/1b3kp1/pn2pp1p/8/2B1P2P/P7/3N1PPK/2R5 b - - 2 28,b7e4 d2e4 f7e7 e4d2,1757,advantage defensiveMove endgame hangingPiece short
0jl9h,r3R2k/ppp2Qpp/5b2/8/2B5/2N5/PPPq1PPP/6K1 b - - 2 17,a8e8 f7e8,976,backRankMate endgame mate mateIn1 oneMove
0jlpt,4q3/1pk5/p1p5/5N2/P1P2K2/1P2R3/8/8 b - - 1 42,e8d7 e3e7 d7e7 f5e7,806,crushing endgame pin short
0jmgR,r2qkb1r/2pb1ppp/p1np1n2/1p2p1N1/4P3/PB5P/1PPP1PP1/RNBQK2R b KQkq - 3 8,h7h6 g5f7 d8e7 f7h8,1431,attackingF2F7 crushing fork opening short
0jsxZ,1r2r1k1/qb2n2p/p3R1p1/4R1N1/2pp4/5B2/5PPP/3Q2K1 w - - 2 29,e6e7 e8e7 e5e7 b7f3 g2f3 a7e7,1630,advantage discoveredAttack long middlegame
0jw6A,1r6/p4kp1/4p2p/4n3/8/1B4P1/P4P1P/5RK1 w - - 3 33,f1e1 e5f3 g1f1 f3e1,875,advantage endgame fork short
0jwoD,r1bqkb1r/pp2ppp1/2n2n1p/4N3/2B5/2N5/PP2QPPP/R1B1K2R b KQkq - 0 9,c8f5 c4f7,1291,attackingF2F7 mate mateIn1 oneMove opening
0jwsg,r4r1k/ppp3p1/3bQ2p/2q2n2/5P2/1P2R1P1/PBPP3P/4R1K1 b - - 4 20,f5e3 e6h6 h8g8 h6g7,1658,kingsideAttack mate mateIn2 middlegame pin short
0k3Au,8/8/7r/2pk4/8/4K3/R7/8 b - - 4 48,c5c4 a2a5 d5c6 a5a6 c6c5 a6h6,1488,crushing endgame long rookEndgame skewer
0k3Hp,2kr3r/1pp4p/p3Rp2/2Pn4/6p1/5N2/PPP2PPP/R5K1 w - - 0 19,f3d4 d5f4 e6f6 d8d4,1225,advantage discoveredAttack endgame short
0k3bs,r2q1rk1/ppp1bp2/2np1n1Q/4p3/2B1P1b1/2PP1N2/PP3PPP/RN2K2R b KQ - 0 11,f6h7 h6g6 g8h8 g6g4,1696,advantage opening pin short
0kJHu,4r1k1/pp3pp1/5Bp1/2pP2N1/2qb3Q/7P/5PP1/5RK1 b - - 0 28,g7f6 h4h7 g8f8 h7f7,1112,endgame mate mateIn2 short
0kc7l,r7/b3R1p1/P3p1k1/1R1bP1N1/3p1P2/1P1P2P1/5K2/3n4 w - - 9 44,f2e2 d1c3 e2f2 c3b5,1079,advantage fork middlegame short
0kfFs,2r5/5ppk/Q6p/8/P2P4/4P3/1r3PPP/6K1 w - - 0 28,a6c8 b2b1 c8c1 b1c1,458,backRankMate endgame mate mateIn2 queenRookEndgame short
0krQb,1k3r2/1pp3p1/p1p5/6B1/7Q/2N4p/PPq2PPP/R5K1 w - - 2 25,h4h3 c2f2 g1h1 f2f1 a1f1 f8f1,927,backRankMate endgame long mate mateIn3 sacrifice
0krmT,r4rk1/1pp3pp/3p1q2/p2Pp3/2PnB3/4B1Pb/PP3P1P/R2QR1K1 b - - 4 19,d4f5 d1h5 g7g6 h5h3,1549,advantage master middlegame short trappedPiece
0kywr,R3R3/6pk/7p/1p5P/2p5/8/1r4r1/5K2 b - - 1 31,g7g5 a8a7,1535,endgame mate mateIn1 oneMove rookEndgame
0l0F0,r1r3k1/p4ppp/1pQ5/8/P2B2q1/2P3Pn/5P1P/4RR1K w - - 5 24,c6d6 g4f3,1064,mate mateIn1 middlegame oneMove
0l4jd,5rk1/r4ppp/2bb1n2/q2pp3/8/1QP1PNB1/PP3PPP/RN2K2R w KQ - 0 13,g3e5 c6a4 b3a4 a5a4,1644,advantage middlegame short trappedPiece
0l7lU,r4rk1/p1p2ppp/1p6/n1bqp2Q/8/P5NP/1PPP1PP1/R1B2RK1 b - - 3 13,f8e8 b2b4 c5d4 c2c3,1700,advantage fork middlegame short
0lDl1,6k1/1ppr4/p4pr1/4p3/4P2Q/1PPP3P/1P3P2/5K2 w - - 0 28,f1e2 d7h7 h4h7 g8h7,1253,crushing endgame queenRookEndgame short trappedPiece
0lRAb,1R6/7k/3p1bp1/4pQ2/2q5/5K1P/1P6/8 w - - 0 37,f5f6 c4f1 f3e3 f1f6,1722,crushing endgame master short skewer
0lS15,7k/6p1/4pRPp/3b3P/2pP4/p1P1Q3/P7/1q1K4 w - - 0 41,d1e2 b1d3 e3d3 c4d3 e2d3 g7f6,2204,endgame
0lUlb,2R5/pp3kBp/8/8/8/6R1/PK2b2P/5q2 b - - 0 32,f1f4 c8f8 f7e7 f8f4,1232,crushing endgame short skewer
0lfFF,8/8/8/2P5/1K5p/7k/8/8 b - - 0 45,h3g4 c5c6 h4h3 c6c7 g4f3 c7c8q,400,advancedPawn crushing endgame long pawnEndgame promotion
0lrB3,r3r1k1/ppp1n1p1/3b2qp/4pp2/4P1B1/2PPQ2P/PP3P1K/R1B1R3 w - - 0 23,e4f5 e5e4 h2h1 e7f5 g4f5 g6f5,1879,crushing discoveredAttack discoveredCheck intermezzo long middlegame
0lrvn,5r1k/pp3qp1/3P3p/2P4r/1P6/8/P5BQ/3RR2K w - - 1 33,g2h3 f7f3 h3g2 h5h2 h1h2 f3f4 h2h1 f4h4,2434,attraction crushing exposedKing middlegame veryLong
0lszR,rnbqk2r/pppp2pp/4p3/5p2/1b1Pn3/1P1BPN2/P1P2PPP/RNBQK2R w KQkq - 3 6,b1d2 e4c3 c1b2 c3d1,1535,crushing opening short trappedPiece
0lw6V,2kr3r/1bppq3/Rp2p1p1/3P3p/6n1/1PN2p1P/1PP2PP1/R4QK1 b - - 1 19,d7d6 a6a8 c8d7 f1b5,1209,crushing middlegame queensideAttack short
0m6Sw,r1b1k2r/ppp2ppp/1bB5/2q1P1B1/8/2N2N2/PP3nPP/R2Q1RK1 b kq - 0 13,b7c6 d1d8,501,mate mateIn1 middlegame oneMove
0m9wg,8/2R4p/6pk/8/6K1/4n3/7P/8 w - - 1 46,g4f4 e3d5 f4g3 d5c7,961,crushing endgame fork short
0mMqZ,8/8/6k1/P7/6p1/3P2P1/3rpP2/4R1K1 w - - 1 43,a5a6 d2d1 f2f3 d1e1,1097,crushing endgame pin rookEndgame short
0mTUs,r1b1kb1r/pp1p1ppp/4p3/6q1/3P4/P1PQ2B1/1P4PP/RN3RK1 b kq - 0 13,b7b6 d3f3 g5d5 f3f7,1839,advantage attackingF2F7 middlegame short
0mWOg,8/5pkp/6p1/R3p3/5n2/5R2/5P1r/5K2 w - - 0 40,a5e5 h2h1,685,endgame mate mateIn1 oneMove
0macE,2r4k/R4p2/b3q1p1/8/B7/2P1p3/PPQ2PPP/6K1 w - - 0 29,f2e3 e6e3 c2f2 e3c1 a4d1 c1d1 f2e1 d1e1,1300,endgame fork mate mateIn4 veryLong
0mlEe,r6r/1p4pp/1p1kpp2/8/2bP4/4P3/3N1PPP/R1R3K1 b - - 1 21,a8a1 d2c4 d6c6 c1a1,1602,advantage endgame hangingPiece intermezzo short
0mxZ1,8/3n2pb/1k1br2p/1p1nB2P/5q2/1P4N1/PP2QPP1/2RR2K1 w - - 2 27,c1c6 b6c6 e5f4 e6e2,1353,advantage hangingPiece middlegame short
0nHwC,8/1k6/8/3PP2p/R4K2/p6r/8/8 w - - 0 43,e5e6 h3h4 f4f5 h4a4 e6e7 a4a8,1278,crushing defensiveMove endgame long rookEndgame skewer
0nLsR,rnbR1rk1/ppp3pp/8/8/2B1pP2/8/PPP3PP/2K3NR b - - 3 14,g8h8 d8f8,608,backRankMate hangingPiece mate mateIn1 middlegame oneMove
0nTby,3r1rk1/ppp2pp1/2n5/3qb2p/3P1R2/P1P2N2/1P3PPP/R1BQ2K1 w - - 1 17,f4f5 e5h2 g1h2 d5f5,927,advantage discoveredAttack kingsideAttack middlegame short
0nWfj,r3kb1r/ppn1q2p/2p3p1/3pQ1N1/8/2N5/PPPP2PP/R1B3K1 w kq - 1 15,e5h8 e7e1,482,mate mateIn1 middlegame oneMove
0nqy1,7R/8/2Pk3p/8/7P/2r1pK2/8/8 b - - 4 53,d6c6 h8c8 c6d5 c8c3,934,crushing endgame rookEndgame short skewer
0o290,r1bqk2r/ppp2ppp/2p5/4P1n1/3b4/8/PPP2PPP/RNBQKB1R w KQkq - 0 9,c1g5 d4f2 e1f2 d8d1,1240,attackingF2F7 crushing deflection discoveredAttack opening short
0o5SF,3rr1k1/qb3p2/p2p1N2/1p1P1p2/2n5/P4P2/1PQ3PP/2R2R1K b - - 1 26,g8f8 c2f5 a7d4 f5g5 e8e5 g5h6 f8e7 b2b3,2518,crushing middlegame quietMove veryLong
0o5dD,r3k2r/1pp2p1p/pb1q2p1/2p3P1/3PP1n1/4Q3/PP2N1PP/RNBR2K1 w kq - 1 16,e3c3 c5d4 c3g3 d4d3 g1f1 d3e2,2327,advancedPawn advantage discoveredAttack discoveredCheck kingsideAttack long middlegame
0oFmn,2kr1b1r/pp1n2pp/2pBpp2/8/2N1P3/3P1P2/PP2K1PP/R6R b - - 1 15,f8d6 c4d6 c8b8 d6f7 h8f8 f7d8,925,advantage fork long middlegame
0oQnV,r4rk1/pppq1ppp/2n2n2/2b5/4N1b1/3BPN2/PP3PPP/R1BQ1RK1 b - - 5 11,g4f3 e4f6 g7f6 d3h7 g8h7 d1d7,1914,crushing discoveredAttack kingsideAttack long middlegame
0oWXA,r1b2rk1/ppp2ppp/3p1n2/2q5/4P3/2N2Q2/PPP2PPP/2KR1B1R w - - 0 11,h2h4 c8g4 f3f4 g4d1,1061,advantage middlegame short skewer
0oe2R,1k1r3r/p1p1Rp2/1p4p1/3q4/3P3p/2P3P1/P2Q1P1P/1R4K1 w - - 0 22,e7e5 d5e5 d4e5 d8d2,1246,crushing discoveredAttack endgame short
0ovI0,6rk/p1p3pp/2Q5/5n2/3P1q2/2P5/PP4RP/6RK w - - 6 32,c6f6 f5g3 h2g3 f4f6,1212,crushing discoveredAttack endgame short
0p1LQ,r2qkb1r/1p3ppp/p1n1pn2/1Qpp4/3P4/1P2PN2/P1P2PPP/RNB2RK1 w kq - 0 9,b5b7 c6a5 b7a8 d8a8,1528,advantage middlegame short trappedPiece
0p7RS,r7/1pp2pk1/3p1q2/p1PPp3/4PbnP/2NB3b/PP2QB2/R4RK1 w - - 1 28,e2f3 f4h2 g1h1 f6f3,1247,discoveredAttack kingsideAttack master mate mateIn2 middlegame short
0p9oK,6k1/1r3ppp/4p3/3p4/1P3R2/6q1/N1Q5/1R5K b - - 1 29,g3f4 c2c8,679,backRankMate endgame mate mateIn1 oneMove
0pDkt,8/6k1/7p/5p2/4pP2/6KP/5PP1/8 w - - 0 74,f2f3 e4e3 g3h2 e3e2,1182,advancedPawn crushing endgame pawnEndgame short
0pSaN,4r1k1/1qp2ppp/p5r1/8/2B2Q2/B1NP1b1P/2P2P1K/6R1 b - - 8 28,g6g1 f4f7 g8h8 f7e8,1075,backRankMate fork master mate mateIn2 middlegame short
0pVW2,r1b1k2r/p1ppqpp1/1p3n1p/2b1P3/2B2B1Q/8/PPP2PPP/RN3RK1 b kq - 1 10,g7g5 f4g5 h6g5 h4h8,1637,crushing opening short
0pVub,8/p5pk/3r2qp/2p1Qp2/8/P3P3/1P2KPPP/R6R w - - 0 25,a1d1 g6g4 f2f3 g4g2 e2e1 g2h1 e1f2 h1d1,1997,crushing endgame interference skewer veryLong
0pXeW,8/3k1p2/1p4pp/p3P2P/P1P1K1P1/5N2/2n5/8 b - - 0 46,c2b4 g4g5 h6g5 h5h6,2040,crushing endgame knightEndgame master short
0pfhZ,6Q1/1pqkp2p/p1n3p1/2p2r2/8/3P2P1/P1P2P1K/4RR2 w - - 3 23,g8h7 f5h5 h7h5 g6h5,943,advantage endgame fork short
0ph6q,6r1/5p1k/p2qpPp1/P2b2Qp/1prN4/7R/1P3PPP/4R1K1 b - - 9 31,c4d4 h3h5 g6h5 g5h5,1126,mate mateIn2 middlegame sacrifice short
0pim5,1r1r2k1/1p3ppp/p5b1/6P1/3p2PP/1P6/P4PB1/R4RK1 b - - 0 24,d4d3 h4h5 g6h5 g4h5,1347,crushing endgame short trappedPiece
0pjMO,3R4/3P2pk/3q3p/8/4r3/5Q1P/6PK/8 w - - 1 48,g2g3 d6d2 f3g2 e4e2 d8h8 h7g6 g2e2 d2e2,2173,crushing endgame pin veryLong
0pjXD,r4b1r/pp3Npp/1qp1nn2/4Q2k/6b1/8/PPP2PPP/RNB2RK1 b - - 14 16,h5g6 f7h8,1330,hangingPiece mate mateIn1 middlegame oneMove
0q1wt,1rr3k1/p4ppp/2b1p3/8/P1PnP3/3P4/P2QB1PP/2KR3R w - - 1 19,d2c3 d4e2 c1d2 e2c3,703,advantage fork hangingPiece master middlegame short
0q94k,1q4k1/5pp1/rP2p1bp/n1N5/1Q1P4/4P2P/5PP1/5RK1 b - - 2 31,a5c6 c5a6 c6b4 a6b8,1339,crushing hangingPiece master middlegame short
0qJJ8,r1bqkb1r/p3n1p1/2Q5/4Rpp1/8/3P4/PPP2PPP/RNB3K1 b kq - 0 13,c8d7 c6g6,1433,mate mateIn1 oneMove opening pin
0qLT8,3rr2k/pppq2bp/2n1n3/4pN2/2B3Q1/2PPR2P/PP3PP1/R5K1 b - - 5 20,c6a5 c4e6 e8e6 f5g7 e6g6 g4d7,1468,crushing discoveredAttack long middlegame
0qRfD,3r1r1k/R2P2p1/p3q2p/8/3Q4/7P/1R4PK/8 w - - 7 39,d4d3 e6e5 d3g3 e5b2,1073,crushing endgame fork short
0qVbt,3r2k1/pp1q1pb1/2p3pp/2P5/2Q1PN1P/1P3PP1/P1R2K2/8 w - - 0 28,f4g6 d7d4 c4d4 g7d4 f2e2 f7g6,1966,advantage endgame long
0r3rQ,4r3/1p1R3p/k1p2pbb/n7/P7/6PB/5P1P/R5K1 b - - 2 29,e8e2 h3f1 a6b6 f1e2,1204,advantage middlegame pin short
0r7I9,r3r1k1/pp2ppbp/3p1np1/q1pP4/2P1P3/1P3P1P/P1Q1NP2/R1B2RK1 b - - 2 14,f6e4 f3e4 g7a1 c1d2 a5a6 f1a1,1995,advantage discoveredAttack long middlegame sacrifice
0rBub,r3r1k1/p1p2ppp/8/2B3q1/4b3/5Q2/PPP2PPP/3R1RK1 w - - 0 16,f3c3 g5g2,603,kingsideAttack mate mateIn1 middlegame oneMove
0rC9i,rnb1k2r/pp2npbp/2p2qp1/4B3/P1B1P3/1QN5/1P3PPP/2KR2NR b kq - 0 11,f6e5 c4f7 e8f8 d1d8,1138,attackingF2F7 mate mateIn2 middlegame short
0rElV,8/2p1RPkp/2P3p1/r2B4/2K5/8/1p5P/8 w - - 0 51,d5e4 a5a4 c4c3 a4e4 e7e4 b2b1q,1352,advancedPawn crushing endgame long promotion
0rGFc,r3r1k1/1bp2pp1/pb1p3p/1p2P3/8/3Q1N1P/PqB2PP1/R3R1K1 b - - 0 19,g7g6 e1b1 b2c2 d3c2,2032,advantage middlegame short trappedPiece
0rI2b,2rqk2r/1b3ppp/p3pb2/1pp1B3/4P3/2NP2P1/PPP2QBP/R4RK1 b k - 0 16,f6e5 f2f7,1109,attackingF2F7 mate mateIn1 middlegame oneMove
0rkDM,8/8/6p1/1K5p/5k2/1P5P/8/8 w - - 0 63,b5c6 g6g5 b3b4 g5g4 h3g4 h5h4 b4b5 h4h3 c6c7 h3h2 b5b6 h2h1q,1990,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong
0rr2Z,7k/8/5p2/1BBPp3/p3Pp2/Pr6/KP6/8 w - - 2 39,d5d6 b3b5 d6d7 b5b8 c5b6 f4f3,1465,crushing endgame hangingPiece long
0rvmC,1r4k1/3b1ppp/R2b4/3p4/1P1Bn3/2P4P/5PP1/1N2NK2 w - - 1 25,f2f3 d7b5 f1g1 b5a6,1507,advantage fork middlegame short
0rz5w,r2q1rk1/1b2bppp/pp1p1n2/2pP2N1/P1B1N1nP/3Q4/1PP2PP1/R1B1R1K1 b - - 6 14,g4e5 e4f6 g7f6 d3h7,978,discoveredAttack kingsideAttack mate mateIn2 middlegame short
0s1mE,3r4/1pkn2pp/1pp1bp2/4p3/1P6/r1B1PN2/4BPPP/2KR3R w - - 0 19,c1b2 a3a2 b2c1 a2e2,1383,advantage middlegame short skewer
0s3fH,8/1B2k1p1/4p3/1p2P1p1/1P1n4/P5P1/2pK4/8 b - - 1 44,d4f3 b7f3 c2c1q d2c1,1450,crushing endgame hangingPiece short
0sA9x,r7/p1RR1ppp/bpp1pk2/8/8/4P1P1/P3rPBP/3K4 b - - 7 25,e2f2 d7f7 f6e5 f7f2,1057,crushing endgame short skewer
0sLyR,1r2r1k1/pp2bpp1/2p3p1/8/3P1B2/2PQ1PP1/q1P4P/1R2R1K1 b - - 1 23,e7d6 f4d6 e8e1 b1e1,1652,advantage hangingPiece master middlegame short
0sNKS,rn2r1k1/ppq2pp1/2pb1pQ1/7p/2BP2bP/5N2/PPP2PP1/R1B2RK1 w - - 2 12,c1g5 g4e6 c4e6 e8e6,2482,advantage middlegame short
0sVFh,8/8/6KP/1p4p1/p7/k7/8/8 b - - 1 73,g5g4 h6h7 b5b4 h7h8q b4b3 h8a1,1553,advancedPawn crushing endgame long pawnEndgame promotion
0scfN,6k1/3R2p1/7p/r7/5PKP/p1P1r3/2B5/R7 w - - 3 32,d7d3 h6h5,1187,endgame mate mateIn1 oneMove
0sfZU,5r1k/1p4pp/p4q2/3R4/2Q1R3/8/P5PP/6K1 w - - 1 27,e4e1 f6f2 g1h1 f2e1 c4f1 f8f1,1782,backRankMate endgame fork long mate mateIn3
0t03a,8/4k1pp/1R6/4PP2/1p1K1P2/2p5/1r5P/8 w - - 2 41,d4d3 c3c2 b6c6 b4b3,2106,advancedPawn crushing endgame master rookEndgame short
0t5rX,r3rk2/pbpq1ppp/1pn1p3/3p4/Q1P3PP/2PP1N2/P3PPB1/1R2K2R w K - 0 14,f3e5 c6e5 a4d7 e5d7,816,advantage hangingPiece middlegame short
0tBAJ,8/3R1p2/2rpnkp1/7p/4PP2/1B4P1/5K1P/8 b - - 2 46,e6c5 d7f7,1162,endgame mate mateIn1 oneMove operaMate
0tLC5,r1brq1k1/2p2pbp/5np1/p1B1p3/2Q1P3/1NP2N1P/PP3PP1/R4RK1 w - - 2 17,f1d1 d8d1 a1d1 c8a6 c4a6 a8a6,2246,advantage long middlegame trappedPiece
0tXiF,8/8/6pk/7p/R6P/6PK/p1r5/1r5R w - - 4 51,a4a2 b1h1,995,endgame hangingPiece master mate mateIn1 oneMove rookEndgame
0tZrq,3k4/pb6/6p1/pBp2p1p/2P2P1P/1KP1P1P1/8/8 w - - 0 57,b3a4 a7a6 a4a5 a6b5,1421,bishopEndgame crushing endgame short trappedPiece
0te9k,6k1/6p1/5p1p/pp1R4/3P1N2/P1P3nP/1P4P1/4r1K1 w - - 1 32,g1h2 g3f1 h2g1 f1e3 g1f2 e3d5,1462,advantage discoveredAttack discoveredCheck endgame long
0teWi,3k4/8/3PB3/8/1PK5/4pp2/8/8 w - - 0 57,e6g4 e3e2 g4f3 e2e1q,1637,advancedPawn bishopEndgame crushing endgame promotion short
0tmYk,1k1r3r/ppp1b3/q4p2/3P1Q1p/5Rn1/P1N5/1PP2BP1/3R2K1 b - - 6 25,e7d6 f4a4 g4f2 a4a6,1633,advantage middlegame short trappedPiece
0trVj,8/6k1/8/6p1/R2PK1P1/8/P7/5r2 w - - 3 53,d4d5 f1f4 e4e5 f4a4,1027,crushing endgame rookEndgame short skewer
0u3XW,r1b1k2r/1p2qp2/p1p3p1/2bp3p/7R/2NBPQP1/PP3PP1/2KR4 b kq - 1 16,c8g4 f3g4 h5g4 h4h8 e8d7 h8a8,1836,advantage long middlegame skewer
0u4vc,r2qk2r/ppp1bpQ1/2bp3p/8/2B2B1P/8/PPP2PP1/R3K2R b KQkq - 0 13,e7f6 g7f7,1204,attackingF2F7 mate mateIn1 middlegame oneMove
0u73F,r3k2r/p2n1p1p/1p1qp1p1/3P4/8/4PQ2/P1P3PP/R4RK1 b kq - 0 18,d6d5 f3f7 e8d8 a1d1 h8f8 f7f8 d7f8 d1d5,2000,attackingF2F7 crushing middlegame veryLong
0uMmm,4r2k/R7/4pR1p/p7/5P1r/1P6/PKP3P1/8 w - - 1 43,a7a5 h8g7 f6e6 e8e6,1484,advantage endgame rookEndgame short trappedPiece
0uOyy,r4rk1/p2nqppp/2Q1p1b1/8/4P3/2N2N2/PP3PPP/R3R1K1 w - - 1 17,b2b3 a8c8 c6b7 c8c3 f3e5 e7d6 e5d7 c3c7 b7c7 d6c7,2389,advantage middlegame skewer veryLong
0uXv1,8/8/3pK3/p1pP4/2P5/k7/1R6/8 w - - 2 50,e6f6 a3b2 f6e7 a5a4 e7d6 a4a3,985,crushing endgame hangingPiece long quietMove
0uans,rn3rk1/ppp2ppp/5n2/3q4/P5P1/2P1b1P1/1P1NPP2/R1BQKB1R w KQ - 1 13,d2f3 e3f2 e1f2 d5d1,1463,attackingF2F7 crushing deflection opening short
0ueny,8/8/1p1k2pp/1Pp5/3p1PP1/P2K4/8/8 b - - 0 42,d6d5 f4f5 g6g5 a3a4 h6h5 a4a5,2598,crushing endgame long pawnEndgame quietMove
0unMZ,8/Pk6/3B4/8/2P5/2K4p/8/8 w - - 0 51,d6c5 h3h2 c5d6 h2h1q,544,advancedPawn bishopEndgame crushing endgame promotion short
0us7Z,2r3k1/6pp/p4n2/1pN5/3R4/2P1Bb2/PP3P1P/6K1 b - - 0 25,c8c5 d4d8 g8f7 e3c5,673,advantage discoveredAttack endgame short
0utOb,8/1r3k2/7R/1p2pp1p/pK5P/P4P2/6P1/8 b - - 1 49,e5e4 h6h7 f7e6 h7b7,856,crushing endgame rookEndgame short skewer
0uw1x,8/8/2p1kP2/ppK3p1/P5P1/1P6/8/8 b - - 2 53,e6f6 a4b5 c6b5 c5b5 f6e5 b5a5 e5f4 b3b4 f4g4 b4b5 g4h3 b5b6 g5g4 b6b7 g4g3 b7b8q,1885,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong
0uzPF,4r1k1/5p2/Q3p2P/3p1qP1/3P2K1/2P4R/P7/8 w - - 3 53,g4h5 f5h3,1367,endgame hangingPiece mate mateIn1 oneMove
0v6JG,r2qk2r/ppp1b2p/2npp1NQ/4p3/4P1n1/6P1/PPPP1P1P/RNB1K2R w KQkq - 3 10,h6g7 e7f6 g7h8 f6h8,1427,advantage opening short trappedPiece
0vGQA,5rk1/pp2nqpp/3bp1p1/3p2P1/2PP4/1B6/PP2QBPP/4R1K1 b - - 4 23,d6h2 g1h2 f7f2 e2f2 f8f2 c4d5,2337,crushing hangingPiece long middlegame
0vJ5J,2r3k1/pR6/5b1p/4BNp1/P4p2/7P/5PP1/4n1K1 b - - 5 34,f6e5 f5e7 g8f8 e7c8,1342,crushing endgame fork short
0vMzx,rn2r3/pp4k1/2pb1qp1/8/3P2Q1/2P2P1P/PP3P2/R1B3RK b - - 2 18,b8d7 g4d7 e8e7 d7g4,1874,advantage hangingPiece middlegame short
0vRsr,2kr2nr/ppp2B1p/1b1p4/8/3qP3/2N3Q1/PPP3PP/5R1K b - - 0 16,d8f8 f7e6 c8d8 f1f8 d8e7 f8f1,2636,crushing defensiveMove discoveredAttack long middlegame
0vSYm,r1b2rk1/ppp3pp/3p1q2/4n3/4R3/2NP2p1/PPPQ1PBP/5RK1 w - - 0 15,f2g3 f6f1 g2f1 e5f3 g1f2 f3d2,1529,crushing discoveredAttack fork long middlegame sacrifice
0vUZu,4r2k/p3q1p1/2p3Qp/2Pp1B2/3P4/P3r1PP/6PK/5R2 b - - 0 31,e7f6 g6h7,962,endgame mate mateIn1 oneMove
0vWHh,4r1k1/1Q3pbp/p2p2p1/8/2P2r2/1P5P/Pq3BP1/3R1RK1 w - - 1 29,b7a6 f4f2 f1f2 g7d4 d1d4 e8e1 g1h2 b2f2 d4e4 e1d1 c4c5 d1d2,2617,crushing deflection middlegame pin quietMove sacrifice veryLong
0vdWf,2k2r2/pppQ2pp/1b4q1/4p3/8/1PP3PN/P4PKP/3R4 b - - 3 21,c8b8 d7d8 f8d8 d1d8,524,backRankMate endgame mate mateIn2 sacrifice short
0vkjY,4r3/pp4kp/5pp1/3P4/3n1PP1/2q5/P2R1QP1/1K3B1R w - - 2 23,f2d4 e8e1 d2d1 c3d4 d1e1 d4b4 b1c2 b4e1,1484,advantage endgame fork pin veryLong
0vs5K,5rk1/7p/p3P3/1p4q1/5rp1/5N2/4R1PP/4R2K w - - 0 37,f3g5 f4f1 e1f1 f8f1,566,backRankMate endgame mate mateIn2 short
0vvif,8/7p/2p3p1/p1Pk1pP1/P1PP1K1P/8/8/8 b - - 0 44,d5c4 f4e5 f5f4 d4d5 f4f3 d5c6 f3f2 c6c7 f2f1q c7c8q,2197,advancedPawn advantage endgame pawnEndgame promotion veryLong
0w1qS,r1b3k1/1p2q1bp/pn1p2p1/2pP4/2P2r2/1PNnB2P/P1QNBP2/2R1K2R w K - 2 18,c2d3 c8f5 e3f4 f5d3,1491,advantage master middlegame pin short trappedPiece
0w54A,2b2k1r/Q1q2ppp/5n2/8/3R4/8/PP3PPP/4R1K1 b - - 0 22,c7a7 d4d8 f6e8 e1e8,838,endgame fork mate mateIn2 short
0w8NO,8/3P2p1/2Q2pk1/4Rp1r/8/5p1P/5PPK/1q6 b - - 2 43,b1b8 c6e6 b8e5 e6e5 f6e5 d7d8q,2441,advancedPawn advantage endgame long pin promotion
0wC0u,5Q2/1p6/7p/2P2kp1/P7/8/3pqPK1/8 b - - 7 47,f5e4 f8e8 e4d3 e8b5 d3c3 b5e2,2149,crushing deflection endgame long queenEndgame skewer
0wHnn,rn1q1r2/1p3pkp/p3b1p1/7N/3Q4/5N2/PP3PPP/R4RK1 b - - 6 17,g7g8 d4g7,925,mate mateIn1 middlegame oneMove
0wHsE,r1bqk2r/ppp2pp1/3p1b1p/3Q4/2B1P3/8/PPP2PPP/RN3RK1 b kq - 1 10,c7c6 d5f7,1276,attackingF2F7 mate mateIn1 middlegame oneMove
0wIFz,2R2nk1/5ppp/2N1p3/3pP3/3P4/p6P/5rPK/8 b - - 1 31,a3a2 c6e7 g8h8 c8f8,817,backRankMate deflection endgame mate mateIn2 short
0wjVV,2r1rB1k/p4Qpp/1b6/8/P2qnR2/1B6/1PP1p1PP/4R2K b - - 3 28,e8f8 f7f8 c8f8 f4f8,831,backRankMate mate mateIn2 middlegame short
0wwyv,2R5/bP6/3p2k1/3Pp3/4P2r/6Kp/8/8 w - - 2 46,g3h4 h3h2 c8c1 a7g1 c1g1 h2g1q,1496,advancedPawn advantage endgame long promotion quietMove
